City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,nantucket,41.2835,-70.0995,-2.14,65,86,11.28,US,1736138656
287,aasiaat,68.7098,-52.8699,-12.75,91,100,2.45,GL,1736138657
288,baranchinskiy,58.1617,59.6991,-9.83,88,53,4.53,RU,1736138660
289,broome,42.2506,-75.833,-3.38,80,81,1.34,US,1736138661
290,luba,3.4568,8.5547,26.93,81,96,2.17,GQ,1736138662
291,tuy hoa,13.0833,109.3,22.64,79,100,4.9,VN,1736138663
292,saldanha,-33.0117,17.9442,17.47,67,0,8.06,ZA,1736138664
293,nacala,-14.5428,40.6728,24.65,86,98,4.85,MZ,1736138665
294,glace bay,46.1969,-59.957,1.55,89,100,6.26,CA,1736138666
295,shengli,37.4564,118.4856,3.62,24,1,5.88,CN,1736138668
296,ketchikan,55.3422,-131.6461,5.55,96,100,1.71,US,1736138561
297,arawa,-6.2132,155.5367,28.71,82,53,1.64,PG,1736138670
298,kruisfontein,-34.0033,24.7314,18.55,68,72,3.5,ZA,1736138671
299,hotan,37.0997,79.9269,-0.72,43,36,2.52,CN,1736138672
300,lazaro cardenas,17.9583,-102.2,22.14,87,1,2.06,MX,1736138597
301,jumla,29.2747,82.1838,10.93,15,0,3.18,NP,1736138674
302,dubinino,55.6192,89.0911,-7.01,88,47,1.46,RU,1736138676
303,tindouf,27.6711,-8.1474,10.55,38,0,3.19,DZ,1736138677
304,hazard,37.2495,-83.1932,0.84,100,100,1.14,US,1736138678
305,remire-montjoly,4.9167,-52.2667,26.24,83,94,4.11,GF,1736138679
306,warrnambool,-38.3833,142.4833,16.19,56,65,7.84,AU,1736138680
307,ntoum,0.3833,9.7833,23.2,96,100,1.34,GA,1736138681
308,ust-tsilma,65.441,52.1498,-18.47,98,100,1.92,RU,1736138682
309,santa isabel,-23.3156,-46.2214,18.43,97,76,1.14,BR,1736138684
310,puerto lempira,15.2667,-83.7667,23.92,91,84,1.92,HN,1736138647
311,wriezen,52.7209,14.1343,6.42,97,100,5.94,DE,1736138686
312,newcastle,-32.9272,151.7765,28.73,71,1,2.24,AU,1736138687
313,puerto ayacucho,5.6639,-67.6236,23.01,96,96,1.35,VE,1736138688
314,kavaratti,10.5669,72.642,27.06,66,24,3.55,IN,1736138689
315,kirakira,-10.4544,161.9205,29.43,77,94,2.67,SB,1736138690
316,antsiranana,-12.2787,49.2917,26.74,72,9,4.08,MG,1736138692
317,richards bay,-28.783,32.0377,25.08,94,100,2.29,ZA,1736138693
318,charcas,23.1333,-101.1167,13.32,26,33,2.14,MX,1736138694
319,caucete,-31.6518,-68.2811,26.96,51,99,4.17,AR,1736138695
320,chinde,26.8212,87.7095,22.41,37,98,1.39,NP,1736138696
321,plettenberg bay,-34.0527,23.3716,18.21,75,89,1.3,ZA,1736138697
322,hammerfest,70.6634,23.6821,-1.89,71,100,5.83,NO,1736138698
323,imeni morozova,59.9757,31.0376,-8.62,85,72,3.08,RU,1736138700
324,kolonia town,6.964,158.206,28.36,75,54,11.02,FM,1736138701
325,emerald,-23.5333,148.1667,32.41,34,0,4.3,AU,1736138702
326,semirara,12.0697,121.3986,26.63,81,42,9.8,PH,1736138703
327,igrim,63.1906,64.4162,-13.23,88,36,5.55,RU,1736138704
328,kingston,17.997,-76.7936,20.95,89,100,1.92,JM,1736138693
329,zhuangyuan,37.2975,120.8256,1.58,41,4,6.47,CN,1736138706
330,berdigestyakh,62.0989,126.6992,-25.96,94,100,2.02,RU,1736138708
331,lorengau,-2.0226,147.2712,29.62,70,61,1.68,PG,1736138709
332,agropoli,40.3469,14.9966,9.87,83,42,2.19,IT,1736138711
333,isangel,-19.55,169.2667,26.68,78,98,7.51,VU,1736138713
334,lysianka,49.2523,30.8295,-2.37,94,100,6.61,UA,1736138715
335,manuguru,17.981,80.7547,25.82,52,12,2.77,IN,1736138716
336,birjand,32.8663,59.2211,3.98,30,0,2.16,IR,1736138717
337,ebon,4.582,168.6964,26.96,82,93,7.94,MH,1736138718
338,tres palos,18.1833,-101.6167,19.35,76,0,1.46,MX,1736138719
339,oudewater,52.025,4.8681,11.72,90,100,3.13,NL,1736138720
340,kone,-21.0595,164.8658,26.48,69,100,2.98,NC,1736138721
341,kontcha,7.9667,12.2333,17.65,25,7,0.66,CM,1736138722
342,mahalapye,-23.1041,26.8142,21.73,78,100,0.68,BW,1736138724
343,kirensk,57.7853,108.1119,-14.58,94,100,0.79,RU,1736138725
344,bardai,11.65,7.2333,14.05,22,29,4.7,NG,1736138726
345,lander,42.833,-108.7307,-7.13,72,23,2.46,US,1736138703
346,vanino,49.0869,140.2543,-13.57,68,73,1.88,RU,1736138728
347,shimanovsk,52.0,127.7,-15.66,92,100,1.91,RU,1736138729
348,tashla,51.7716,52.7427,-9.11,99,96,1.82,RU,1736138730
349,belmonte,-15.8631,-38.8828,25.29,95,100,2.54,BR,1736138732
350,hakkari,37.5833,44.1667,-5.17,97,100,0.25,TR,1736138733
351,zabaykal'sk,49.6333,117.3167,-19.3,92,6,3.99,RU,1736138734
352,labuan,5.2767,115.2417,30.05,74,79,2.24,MY,1736138522
353,kismayo,-0.3582,42.5454,25.95,71,15,9.19,SO,1736138736
354,seagoville,32.6396,-96.5383,-1.57,62,1,8.69,US,1736138737
355,santiago de cao,-7.9589,-79.2392,20.07,88,79,3.16,PE,1736138738
356,novodvinsk,64.4165,40.8122,-23.21,100,99,1.62,RU,1736138740
357,aykhal,66.0,111.5,-32.72,100,27,2.75,RU,1736138741
358,shache,38.4167,77.2406,-0.05,29,46,0.51,CN,1736138742
359,krasnovishersk,60.4078,57.082,-12.96,95,100,3.72,RU,1736138743
360,tofol,5.3248,163.0078,28.31,74,52,7.48,FM,1736138744
361,rongelap,11.1635,166.8941,27.28,70,81,10.68,MH,1736138745
362,sandnessjoen,66.0217,12.6316,-4.21,92,91,7.36,NO,1736138746
363,hovd,48.0056,91.6419,-15.78,76,2,1.21,MN,1736138748
364,pangody,65.85,74.4859,-2.41,96,100,9.15,RU,1736138749
365,corona de tucson,31.9654,-110.7756,9.25,35,21,0.45,US,1736138750
366,taoudenni,22.6783,-3.9836,13.69,38,61,3.97,ML,1736138751
367,beboto,8.2668,16.939,18.52,26,5,1.91,TD,1736138465
368,velky meder,47.858,17.7688,6.02,85,100,3.39,SK,1736138753
369,dolores,-36.3132,-57.6792,12.47,93,2,2.6,AR,1736138754
370,levuka,50.1834,-105.4011,-16.07,96,99,2.09,CA,1736138756
371,mount pearl,47.5166,-52.7813,2.86,95,100,4.92,CA,1736138757
372,sattahip,12.6664,100.9007,27.32,41,10,5.06,TH,1736138758
373,port douglas,-16.4833,145.4667,28.3,79,63,5.39,AU,1736138650
374,vimmerby,57.6659,15.8552,-0.37,90,100,4.31,SE,1736138761
375,gemena,3.25,19.7667,23.0,38,85,1.32,CD,1736138763
376,porto recanati,43.4365,13.6613,8.73,91,98,1.93,IT,1736138764
377,jieshou,33.2634,115.3611,8.62,19,0,3.89,CN,1736138765
378,mao,39.8885,4.2658,15.65,69,100,9.17,ES,1736138766
379,mandali,33.7499,45.5541,12.59,35,100,2.37,IQ,1736138767
380,kourou,5.1552,-52.6478,24.77,88,100,2.2,GF,1736138768
381,rundu,-17.9333,19.7667,21.45,67,100,1.6,NA,1736138769
382,sisimiut,66.9395,-53.6735,-6.42,67,100,3.73,GL,1736138771
383,marka,1.7159,44.7717,24.16,71,23,7.91,SO,1736138772
384,nishinoomote,30.7333,131.0,15.58,70,86,13.21,JP,1736138773
385,dzhangala,49.2167,50.3333,-3.83,72,72,2.39,KZ,1736138774
386,bafoulabe,13.8065,-10.8321,21.42,18,100,1.84,ML,1736138775
387,woolgoolga,-30.1106,153.2007,29.97,62,0,7.76,AU,1736138778
388,nola,40.922,14.5329,13.35,91,98,0.93,IT,1736138780
389,puerto san jose,13.9256,-90.8244,24.38,82,0,2.82,GT,1736138781
390,baiquan,47.5833,126.0833,-19.77,88,100,2.16,CN,1736138782
391,dulce grande,23.0,-102.1667,12.93,36,34,4.44,MX,1736138784
392,amos,48.5669,-78.1162,-20.95,100,85,1.08,CA,1736138702
393,holualoa,19.6228,-155.9522,22.53,88,5,1.97,US,1736138786
394,alo,6.5486,4.2686,25.31,90,86,2.3,NG,1736138787
395,inhambane,-23.865,35.3833,29.45,74,51,6.75,MZ,1736138788
396,cedeira,43.6797,-8.0209,8.79,86,100,10.66,ES,1736138789
397,mariehamn,60.0973,19.9348,-0.26,65,100,4.12,AX,1736138791
398,ipira,-12.1583,-39.7372,22.64,90,98,2.02,BR,1736138792
399,bembereke,10.2283,2.6634,19.63,21,43,2.29,BJ,1736138793
400,la libertad,-2.2333,-80.9,23.63,81,89,2.07,EC,1736138729
401,mazar-e sharif,36.709,67.1109,6.57,48,33,2.18,AF,1736138796
402,micheweni,-4.9667,39.8333,27.47,72,59,5.96,TZ,1736138797
403,hasaki,35.7333,140.8333,11.64,74,100,0.2,JP,1736138799
404,erenhot,43.6475,111.9767,-6.36,36,28,8.2,CN,1736138800
405,boa vista,2.8197,-60.6733,26.15,62,9,3.85,BR,1736138801
406,nar'yan-mar,67.6713,53.087,-23.07,100,100,2.61,RU,1736138802
407,namibe,-15.1961,12.1522,22.03,77,100,1.73,AO,1736138803
408,egilsstadir,65.2653,-14.3948,-8.36,95,99,2.42,IS,1736138804
409,hithadhoo,-0.6,73.0833,27.5,76,29,3.53,MV,1736138805
410,new romney,50.986,0.9412,12.9,91,98,15.7,GB,1736138807
411,vangaindrano,-23.35,47.6,27.27,66,0,3.14,MG,1736138808
412,pamandzi,-12.7967,45.2794,28.07,70,13,3.66,YT,1736138809
413,kidal,18.4411,1.4078,16.59,24,79,5.27,ML,1736138810
414,iron river,46.0927,-88.6423,-10.79,83,20,4.08,US,1736138811
415,paso de los libres,-29.7131,-57.0899,19.71,35,3,3.06,AR,1736138812
416,arkhangel'sk,64.5401,40.5433,-22.08,100,98,1.74,RU,1736138813
417,porto seguro,-16.4497,-39.0647,25.32,93,100,3.19,BR,1736138815
418,baluseni,47.6667,26.8,3.69,70,100,2.69,RO,1736138816
419,billigheim,49.3486,9.2539,3.65,100,100,0.45,DE,1736138817
420,katsuren-haebaru,26.3369,127.8719,20.61,52,86,8.58,JP,1736138818
421,nyamira,-0.5666,34.9357,14.04,61,18,1.65,KE,1736138819
422,djambala,-2.5447,14.7533,19.92,94,100,1.85,CG,1736138820
423,hadibu,12.65,54.0333,22.88,66,71,7.52,YE,1736138821
424,moyynkum,44.2914,72.9469,0.73,75,100,1.62,KZ,1736138823
425,cabo san lucas,22.8909,-109.9124,22.09,86,46,0.48,MX,1736138824
426,sartana,47.1744,37.6927,-1.54,60,28,1.83,UA,1736138826
427,punta cana,18.5818,-68.4043,23.9,78,100,6.23,DO,1736138661
428,tshabong,-26.05,22.45,22.55,75,86,2.25,BW,1736138828
429,contamana,-7.3333,-75.0167,22.65,98,98,1.28,PE,1736138830
430,rouyn-noranda,48.2398,-79.0288,-15.9,97,86,1.59,CA,1736138660
431,al jumum,21.6169,39.6981,22.6,80,0,1.17,SA,1736138832
432,homer,59.6425,-151.5483,1.24,94,100,5.81,US,1736138833
433,tommot,58.9564,126.2925,-22.09,82,100,0.66,RU,1736138834
434,ulety,51.3572,112.4849,-9.69,78,58,2.18,RU,1736138835
435,kendari,-3.945,122.4989,30.3,64,98,2.77,ID,1736138836
436,altay,47.8667,88.1167,-6.96,65,9,1.93,CN,1736138838
437,hede,33.7681,120.2517,7.95,34,2,6.16,CN,1736138839
438,maevatanana,-13.8831,48.5289,26.82,80,71,0.44,MG,1736138840
439,kayangel,8.0823,134.7173,28.65,74,100,4.83,PW,1736138841
440,pokhara,28.2333,83.9833,18.85,38,0,2.48,NP,1736138842
441,brisas de zicatela,15.8369,-97.0419,25.62,68,95,3.02,MX,1736138843
442,howard springs,-12.497,131.047,33.88,73,100,1.28,AU,1736138844
443,charters towers,-20.1,146.2667,31.76,41,90,7.08,AU,1736138846
444,altayskoye,51.9533,85.3325,-6.05,81,11,1.27,RU,1736138847
445,greymouth,-42.4667,171.2,19.79,52,21,4.31,NZ,1736138848
446,talara,-4.5772,-81.2719,21.73,83,100,3.82,PE,1736138849
447,zalingei,12.9096,23.4741,14.61,23,4,2.17,SD,1736138851
448,torghay,49.6339,63.4981,-1.78,98,100,2.5,KZ,1736138852
449,galliano,29.4422,-90.2992,20.31,83,17,8.38,US,1736138853
450,constantia,44.1833,28.65,0.39,76,45,4.63,RO,1736138666
451,orzysz,53.8097,21.9481,-2.98,94,100,5.66,PL,1736138855
452,korla,41.7597,86.1469,-3.29,60,39,2.53,CN,1736138856
453,iwanai,42.9744,140.5089,2.23,96,100,0.73,JP,1736138857
454,saint-philippe,-21.3585,55.7679,26.62,81,27,5.63,RE,1736138859
455,ingeniero guillermo n. juarez,-23.9,-61.85,24.93,48,55,3.07,AR,1736138860
456,vila velha,-20.3297,-40.2925,22.75,94,32,2.24,BR,1736138671
457,morteros,-30.7116,-61.9986,23.34,33,98,5.0,AR,1736138862
458,tongchuanshi,35.0806,109.0897,4.01,18,0,1.67,CN,1736138863
459,fairbanks,64.8378,-147.7164,-17.73,82,100,1.48,US,1736138864
460,bayanhongor,46.7167,100.1167,-19.35,86,8,0.37,MN,1736138865
461,rudnya,54.947,31.0934,-6.28,96,92,2.65,RU,1736138867
462,dwarka,22.2394,68.9678,20.29,36,0,8.55,IN,1736138868
463,strzelin,50.7816,17.0648,5.0,80,100,7.71,PL,1736138869
464,polewali,-3.4324,119.3435,29.85,70,40,3.06,ID,1736138870
465,lerwick,60.1545,-1.1494,3.84,74,100,12.23,GB,1736138871
466,horta,38.5333,-28.6333,18.34,93,100,7.15,PT,1736138872
467,suntar,62.1444,117.6319,-35.59,100,87,0.36,RU,1736138873
468,mashhad,36.297,59.6062,4.7,29,0,0.85,IR,1736138875
469,kenai,60.5544,-151.2583,-2.7,89,100,8.47,US,1736138877
470,wynyard,-41.0,145.7167,18.99,54,100,3.13,AU,1736138878
471,mikhaylovskoye,51.8239,79.7172,-11.51,90,51,2.63,RU,1736138879
472,nykarleby,63.5228,22.5307,-9.4,99,95,1.12,FI,1736138880
473,kerikeri,-35.2268,173.9474,20.88,48,78,0.58,NZ,1736138882
474,iskateley,67.6803,53.1512,-23.44,100,100,2.53,RU,1736138883
475,banda aceh,5.5577,95.3222,28.93,72,89,5.34,ID,1736138884
476,rosarito,32.3333,-117.0333,14.38,50,29,1.37,MX,1736138885
477,kudymkar,59.0173,54.656,-16.27,96,78,3.18,RU,1736138886
478,kralendijk,12.15,-68.2667,27.05,80,54,7.43,BQ,1736138887
479,ulladulla,-35.35,150.4667,26.5,57,77,3.92,AU,1736138889
480,yekaterinovka,52.0508,44.3451,-9.74,92,100,4.13,RU,1736138890
481,susuman,62.7833,148.1667,-31.37,100,99,0.07,RU,1736138891
482,roxas,11.5853,122.7511,28.12,75,53,4.52,PH,1736138892
483,inari,68.906,27.0288,-8.66,96,99,1.19,FI,1736138893
484,balkanabat,39.5108,54.3671,6.92,59,62,0.67,TM,1736138894
485,chunskiy,56.0815,99.6342,-5.9,95,95,0.58,RU,1736138895
486,alfredo baquerizo moreno,-1.9167,-79.5167,23.57,93,100,1.21,EC,1736138897
487,tranqueras,-31.2,-55.75,14.98,59,45,1.26,UY,1736138898
488,grevena,40.0845,21.4274,3.79,84,33,1.02,GR,1736138899
489,moravsky krumlov,49.0489,16.3117,1.42,96,100,2.09,CZ,1736138900
490,tromso,69.6496,18.957,-9.03,96,98,2.06,NO,1736138901
491,omdurman,15.6445,32.4777,18.55,20,44,8.64,SD,1736138902
492,naracoorte,-36.9579,140.7383,23.6,27,47,7.39,AU,1736138903
493,fonte boa,-2.4959,-66.2662,22.58,98,99,1.33,BR,1736138906
494,sinop,41.7711,34.8709,-0.21,84,22,3.09,TR,1736138907
495,yatsuomachi-higashikumisaka,36.5667,137.1333,6.74,89,100,0.89,JP,1736138908
496,tanhacu,-14.0214,-41.2481,22.8,83,100,2.49,BR,1736138909
497,murzuq,25.9155,13.9184,10.07,72,63,4.3,LY,1736138910
498,conceicao do araguaia,-8.2578,-49.2647,22.83,98,100,1.46,BR,1736138911
499,shira,54.4911,89.9531,-9.24,89,36,1.19,RU,1736138913
500,camana,-16.6228,-72.7111,21.74,83,100,1.18,PE,1736138914
501,ambon,-3.6954,128.1814,31.24,100,96,1.86,ID,1736138915
502,el haouaria,37.05,11.0144,14.05,59,100,9.1,TN,1736138916
503,east ballina,-28.8667,153.5833,25.15,59,0,5.67,AU,1736138917
504,sarakhs,36.5449,61.1577,7.93,40,1,5.5,IR,1736138918
505,bryne,58.7354,5.6477,2.75,77,100,9.89,NO,1736138919
506,canacona,14.9959,74.0506,28.14,37,59,0.67,IN,1736138921
507,luanda,-8.8368,13.2343,24.11,81,100,2.8,AO,1736138922
508,el calafate,-50.3408,-72.2768,13.55,73,94,3.8,AR,1736138895
509,petukhovo,55.0692,67.9019,-4.0,91,99,5.1,RU,1736138924
510,long beach,33.767,-118.1892,15.77,46,13,0.82,US,1736138925
511,conde,-7.2597,-34.9075,25.39,86,82,3.46,BR,1736138926
512,itabera,-23.8619,-49.1372,17.16,97,0,2.79,BR,1736138928
513,sao domingos,-13.3983,-46.3183,21.51,91,100,0.58,BR,1736138929
514,kassala,15.451,36.4,22.97,49,95,2.79,SD,1736138930
515,newnham,-41.3833,147.1333,21.44,50,100,4.48,AU,1736138931
516,vallenar,-28.5708,-70.7581,20.54,53,13,0.96,CL,1736138932
517,i-n-salah,27.1935,2.4607,13.02,43,100,1.11,DZ,1736138933
518,northam,51.0333,-4.2167,5.45,86,100,2.68,GB,1736138934
519,antigonish,45.6169,-61.9986,-3.43,88,100,12.49,CA,1736138936
520,sao felix do xingu,-6.6447,-51.995,21.45,99,97,0.52,BR,1736138938
521,vila franca do campo,37.7167,-25.4333,18.27,99,94,5.13,PT,1736138939
522,barreirinhas,-2.7469,-42.8264,25.7,86,100,2.77,BR,1736138940
523,coahuayana de hidalgo,18.7,-103.6583,20.54,90,1,1.76,MX,1736138941
524,sassandra,4.95,-6.0833,25.48,88,13,2.66,CI,1736138942
525,kipushi,-11.7667,27.2333,16.34,95,100,1.2,CD,1736138944
526,jwaneng,-24.6004,24.7303,19.67,90,100,1.77,BW,1736138945
527,noyabrsk,63.1994,75.4507,-3.46,94,100,10.37,RU,1736138946
528,sanya,18.2431,109.505,23.77,47,7,2.63,CN,1736138947
529,saynshand,44.8824,110.1163,-6.99,40,8,7.57,MN,1736138948
530,pahrump,36.2083,-115.9839,10.14,28,46,0.93,US,1736138902
531,gwanda,-20.9333,29.0,22.83,77,94,4.82,ZW,1736138952
532,juneau,58.3019,-134.4197,2.28,100,100,2.08,US,1736138843
533,terrace,54.5163,-128.6035,0.96,97,96,0.61,CA,1736138954
534,moab,38.5733,-109.5498,-0.28,46,64,1.48,US,1736138955
535,vypasne,45.8756,34.1773,0.48,74,75,3.93,UA,1736138956
536,klyavlino,54.2649,52.0267,-13.8,99,98,3.26,RU,1736138957
537,wad az zaki,14.4619,32.2065,18.63,20,23,8.6,SD,1736138959
538,villa mercedes,-33.6757,-65.4578,22.93,69,100,5.11,AR,1736138748
539,chistopol',55.3631,50.6424,-11.47,95,79,4.53,RU,1736138961
540,luderitz,-26.6481,15.1594,16.31,74,0,8.11,NA,1736138962
541,arno,60.1167,18.6333,-3.63,78,100,2.74,SE,1736138963
542,princeville,45.7668,-61.2985,-2.39,95,100,6.26,CA,1736138964
543,mount isa,-20.7333,139.5,38.76,16,0,4.67,AU,1736138967
544,amga,60.8953,131.9608,-22.81,95,100,1.52,RU,1736138968
545,tabou,4.423,-7.3528,26.07,84,35,2.99,CI,1736138969
546,parnu,58.3859,24.4971,-2.94,86,100,4.51,EE,1736138970
547,burkburnett,34.0979,-98.5706,-5.07,70,6,3.13,US,1736138898
548,barakani,-12.1356,44.4317,26.22,81,12,3.07,KM,1736138972
549,nova bana,48.4231,18.6404,1.44,94,100,2.66,SK,1736138974
550,kifri,34.6959,44.9661,11.05,39,100,3.95,IQ,1736138975
551,rota,36.6224,-6.3586,15.85,79,100,9.15,ES,1736138976
552,rio gallegos,-51.6226,-69.2181,15.63,52,100,5.39,AR,1736138977
553,paratinga,-12.6906,-43.1842,22.04,94,100,0.83,BR,1736138978
554,general mosconi,-23.1851,-62.303,26.07,49,47,3.39,AR,1736138979
555,bac lieu,9.285,105.7244,28.19,65,14,3.53,VN,1736138980
556,antofagasta,-23.65,-70.4,19.38,81,82,1.63,CL,1736138939
557,sinor,21.9167,73.3333,22.77,35,0,2.7,IN,1736138985
558,tateyama,34.9833,139.8667,13.99,75,98,4.18,JP,1736138986
559,la passe,45.5549,-0.8967,13.03,76,61,14.41,FR,1736138987
560,tevriz,57.509,72.4042,-1.0,93,100,4.63,RU,1736138990
561,zabol,32.25,67.25,-0.89,47,0,0.36,AF,1736138991
562,yoko,5.5333,12.3167,16.28,25,14,0.93,CM,1736138992
563,kuanda,56.3161,116.0806,-25.27,97,89,0.72,RU,1736138993
564,carutapera,-1.195,-46.02,24.6,94,93,2.45,BR,1736138994
565,achinsk,56.2694,90.4993,-8.86,95,88,2.18,RU,1736138995
566,borba,-4.3878,-59.5939,22.04,99,100,0.34,BR,1736138996
567,port lincoln,-34.7333,135.8667,18.58,53,26,9.6,AU,1736138998
568,ried im innkreis,48.2112,13.4886,2.38,91,93,0.89,AT,1736138999
569,balakhta,55.38,91.6,-10.88,98,93,0.42,RU,1736139000
570,chikhli,20.35,76.25,23.48,24,21,0.61,IN,1736139001
571,turuntayevo,52.2,107.6167,-4.45,78,100,3.31,RU,1736139002
572,midvagur,62.0511,-7.1939,-3.12,65,95,5.47,FO,1736139003
573,keetmanshoop,-26.5833,18.1333,17.7,55,84,2.83,NA,1736139004
574,tra vinh,9.9347,106.3453,28.31,65,60,1.79,VN,1736139006
